date,ticker,type,ret_z,vol_z,range_pct,why
2020-03-02,AAPL,spike,5.068937607850724,1.9776211321789887,0.984126984126984,|ret_z|>2.5; range_pct>0.95
2020-03-03,AAPL,,-1.5650908916698023,1.5820623233164708,0.9682539682539684,range_pct>0.95
2020-03-09,AAPL,crash,-3.5232840729240373,1.1136823222814272,0.9365079365079364,|ret_z|>2.5
2020-03-10,AAPL,spike,2.856636176021054,1.001790672279061,0.9523809523809522,|ret_z|>2.5; range_pct>0.95
2020-03-12,AAPL,crash,-3.7079632595414433,1.6000279142860148,1.0,|ret_z|>2.5; range_pct>0.95
2020-03-13,AAPL,spike,4.066681380386519,1.2104956254646468,1.0,|ret_z|>2.5; range_pct>0.95
2020-03-16,AAPL,crash,-3.892900134959045,0.8277338732897385,0.9365079365079364,|ret_z|>2.5
2020-03-20,AAPL,,-1.653620282610781,1.2208199929564132,1.0,range_pct>0.95
2020-03-24,AAPL,spike,2.683135161858161,-0.0407664612837954,0.8095238095238095,|ret_z|>2.5
2020-03-02,ADBE,spike,3.071076167714804,1.8758516898324304,0.9682539682539684,|ret_z|>2.5; range_pct>0.95
2020-03-03,ADBE,,-2.432305222657682,0.9790570919572988,0.984126984126984,range_pct>0.95
2020-03-04,ADBE,spike,2.771893964907545,0.9112805371203618,0.9047619047619048,|ret_z|>2.5
2020-03-06,ADBE,crash,-2.584231258522886,1.6423068948534136,0.9682539682539684,|ret_z|>2.5; range_pct>0.95
2020-03-09,ADBE,crash,-5.362401920976309,1.308128619267417,0.9682539682539684,|ret_z|>2.5; range_pct>0.95
2020-03-10,ADBE,spike,4.099619518307255,1.4828076281378055,1.0,|ret_z|>2.5; range_pct>0.95
2020-03-12,ADBE,crash,-3.9161653375410808,1.7289192470043429,1.0,|ret_z|>2.5; range_pct>0.95
2020-03-13,ADBE,spike,6.469603019270226,2.0692304793425857,1.0,|ret_z|>2.5; range_pct>0.95
2020-03-16,ADBE,crash,-4.219335192110223,1.2972895630035568,0.9682539682539684,|ret_z|>2.5; range_pct>0.95
2020-03-17,ADBE,,2.2515625678042417,0.8652944489083702,0.984126984126984,range_pct>0.95
2020-03-18,ADBE,,-1.3435910025551885,1.2630881747567635,1.0,range_pct>0.95
2020-03-19,ADBE,,1.0583164417570403,0.6433953430831797,0.984126984126984,range_pct>0.95
2020-03-02,AMZN,,2.1437548961556496,0.7088976067861614,0.984126984126984,range_pct>0.95
2020-03-03,AMZN,,-1.386603558200636,0.9346973041635364,1.0,range_pct>0.95
2020-03-09,AMZN,crash,-2.9241721836047723,1.311120527339569,0.984126984126984,|ret_z|>2.5; range_pct>0.95
2020-03-10,AMZN,spike,2.533272699973042,0.9542076310310732,0.9206349206349206,|ret_z|>2.5
2020-03-12,AMZN,crash,-3.768156881450435,2.0419332308003946,0.9682539682539684,|ret_z|>2.5; range_pct>0.95
2020-03-13,AMZN,spike,2.762466214214073,1.2134351428809689,1.0,|ret_z|>2.5; range_pct>0.95
2020-03-16,AMZN,,-2.18270942557002,1.1292897405934343,1.0,range_pct>0.95
2020-03-17,AMZN,spike,2.7361949767384224,1.502810707894543,1.0,|ret_z|>2.5; range_pct>0.95
2020-03-19,AMZN,,0.9854906335377958,1.2203009508789515,0.9682539682539684,range_pct>0.95
2020-03-20,AMZN,,-0.7154838553021873,1.034040583186056,0.9682539682539684,range_pct>0.95
2020-03-02,CSCO,,1.9679761991918965,1.3104135688764904,1.0,range_pct>0.95
2020-03-03,CSCO,,-1.5264454808114047,1.203081957870162,0.9682539682539684,range_pct>0.95
2020-03-06,CSCO,,0.2278811651206723,1.01800969712557,0.9523809523809522,range_pct>0.95
2020-03-09,CSCO,,-2.2441542859035546,1.402548010600968,1.0,range_pct>0.95
2020-03-10,CSCO,spike,2.9672691831060725,0.9260391061223494,0.984126984126984,|ret_z|>2.5; range_pct>0.95
2020-03-11,CSCO,crash,-3.5929049339428176,1.3937444664849987,0.984126984126984,|ret_z|>2.5; range_pct>0.95
2020-03-12,CSCO,crash,-4.464255136333587,0.7851647994068865,0.984126984126984,|ret_z|>2.5; range_pct>0.95
2020-03-13,CSCO,spike,5.280746439624824,0.8023916331788057,1.0,|ret_z|>2.5; range_pct>0.95
2020-03-16,CSCO,crash,-3.269670652609661,0.251237786296489,1.0,|ret_z|>2.5; range_pct>0.95
2020-03-18,CSCO,,1.4207567615741412,0.8483460309468324,0.984126984126984,range_pct>0.95
2020-03-20,CSCO,,-1.5308751830187828,0.2558204839103044,0.9523809523809522,range_pct>0.95
2020-03-24,CSCO,spike,3.389148870906059,0.0366017894527489,0.8888888888888888,|ret_z|>2.5
2020-03-26,CSCO,,2.0832709574860755,-0.9876852539258104,0.9523809523809522,range_pct>0.95
2020-03-02,FB,,1.2276225184138627,0.8928439638341137,0.9682539682539684,range_pct>0.95
2020-03-03,FB,crash,-3.1043735874178844,1.4842239131752186,1.0,|ret_z|>2.5; range_pct>0.95
2020-03-06,FB,,-1.0892337803193584,1.0778839032983414,0.9523809523809522,range_pct>0.95
2020-03-09,FB,crash,-3.208781667094647,1.558419330098147,0.984126984126984,|ret_z|>2.5; range_pct>0.95
2020-03-10,FB,spike,2.544588536286409,0.8342130528618377,0.9523809523809522,|ret_z|>2.5; range_pct>0.95
2020-03-12,FB,crash+volume_shock,-3.968171375690312,2.521833495464173,1.0,|ret_z|>2.5; vol_z>2.5; range_pct>0.95
2020-03-13,FB,spike,4.176830712424823,1.5625131167998214,0.984126984126984,|ret_z|>2.5; range_pct>0.95
2020-03-16,FB,crash,-4.884565698938883,1.7057257707542104,1.0,|ret_z|>2.5; range_pct>0.95
2020-03-17,FB,,0.8190811840409715,1.1666713064615997,0.984126984126984,range_pct>0.95
2020-03-19,FB,,1.371026652712482,1.3926403320806129,0.984126984126984,range_pct>0.95
2020-03-24,FB,spike,2.697327733150954,0.353402829979185,0.8253968253968254,|ret_z|>2.5
2020-03-02,GOOG,spike,2.5232127369559216,0.708990691638732,0.984126984126984,|ret_z|>2.5; range_pct>0.95
2020-03-03,GOOG,,-2.3138152921523902,0.6197821593097863,1.0,range_pct>0.95
2020-03-05,GOOG,crash,-3.05385084171066,0.8366987556108263,0.9365079365079364,|ret_z|>2.5
2020-03-09,GOOG,crash,-3.6476060617023545,1.534320125056715,0.9523809523809522,|ret_z|>2.5; range_pct>0.95
2020-03-10,GOOG,spike,2.841772871425844,0.8153012935346727,0.9682539682539684,|ret_z|>2.5; range_pct>0.95
2020-03-11,GOOG,,-2.467839660253184,0.7356894638462316,0.984126984126984,range_pct>0.95
2020-03-12,GOOG,crash,-3.816421136073078,1.7582416156418512,1.0,|ret_z|>2.5; range_pct>0.95
2020-03-13,GOOG,spike,4.090649469177435,1.270272285210983,1.0,|ret_z|>2.5; range_pct>0.95
2020-03-16,GOOG,crash,-4.128741768314699,1.4557457662797453,0.9682539682539684,|ret_z|>2.5; range_pct>0.95
2020-03-17,GOOG,,1.1925496107646198,1.1417433776147443,0.9523809523809522,range_pct>0.95
2020-03-19,GOOG,,0.6531069065902332,0.8185774984658237,1.0,range_pct>0.95
2020-03-20,GOOG,,-1.179290191101078,0.7523608330470332,0.9682539682539684,range_pct>0.95
2020-03-24,GOOG,spike,2.504320480732436,0.3415972167270612,0.7301587301587301,|ret_z|>2.5
2020-03-02,QQQ,spike,4.261868308342629,1.6418959234032269,0.984126984126984,|ret_z|>2.5; range_pct>0.95
2020-03-03,QQQ,,-2.412334993427188,1.7048057803758363,1.0,range_pct>0.95
2020-03-04,QQQ,spike,2.8902772527366367,0.7023743074569154,0.9206349206349206,|ret_z|>2.5
2020-03-09,QQQ,crash,-4.448050757072605,1.1564348125175603,0.9523809523809522,|ret_z|>2.5; range_pct>0.95
2020-03-10,QQQ,spike,3.0465722674232207,0.8474675393798492,0.9682539682539684,|ret_z|>2.5; range_pct>0.95
2020-03-12,QQQ,crash,-4.5487465615990335,1.1773273002893472,1.0,|ret_z|>2.5; range_pct>0.95
2020-03-13,QQQ,spike,3.7473289423865137,1.0383919092143326,1.0,|ret_z|>2.5; range_pct>0.95
2020-03-16,QQQ,crash,-4.662772732261368,0.3569866443501486,1.0,|ret_z|>2.5; range_pct>0.95
2020-03-17,QQQ,spike,2.6518646199910774,0.7514037238916647,0.9682539682539684,|ret_z|>2.5; range_pct>0.95
2020-03-24,QQQ,spike,2.529110151069046,-0.5795859755119708,0.7460317460317459,|ret_z|>2.5
